"sample_id","ind","temp","biorep","date_obj","exp_day","TBL","PW","ATAC","AEAC","ALO","AW","WAE","ATCL","PABW","PL","BL","TCL","LTM","LL","TABW","AECL","TATB","centroid","shape_TBL","shape_PW","shape_ATAC","shape_AEAC","shape_ALO","shape_AW","shape_WAE","shape_ATCL","shape_PABW","shape_PL","shape_BL","shape_TCL","shape_LTM","shape_LL","shape_TABW","shape_AECL","shape_TATB","stage"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-10,20,0.275488528300182,0.471794708245015,0.205015602474543,0.29848032468657,NA,NA,0.395644828976697,0.472561491882274,1.06581484632651,0.711520130491928,0.845886403609994,0.404669645834723,NA,NA,1.28947603229606,0.526279618827293,0.29246561008946,0.193756300526128,0.351944801612986,0.88994276426352,0.0564848993248726,0.432102830163133,NA,NA,0.713915725729381,0.891566693466642,1.70489371296542,1.30080252361192,1.47378388934863,0.736469858404763,NA,NA,1.89539005177975,0.999231479670717,0.411745900866751,"cydippid"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-11,21,0.283200697783391,0.403948498113311,0.229780262366027,0.212211076923426,NA,NA,0.351830220475728,0.48829667833091,0.994003461626266,0.60051179505173,0.741240842723369,0.194544061664704,NA,NA,1.14275149375006,0.439938287477914,0.317020017115639,0.140329114658972,0.702165342991077,1.05729690716749,0.493132988488735,0.413590942460782,NA,NA,0.919158248296627,1.24693268577754,1.95775020642205,1.45379180062845,1.66433511365558,0.326668192774628,NA,NA,2.09720374161499,1.14264397859368,0.814974434609033,"cydippid"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-13,23,0.30970892628079,0.683046667714586,0.315774807907471,0.38482330320551,NA,NA,0.303834580285062,0.700686047534129,1.35211156750358,1.1112434180183,1.32851771219807,0.702560895189165,NA,NA,1.83820259590422,0.793427139034833,0.370063024855227,0.550328496919937,-0.574882458150095,0.216047817722895,-0.55548604072169,-0.35773109083686,NA,NA,-0.594031957553532,0.241544555935666,0.898907406480528,0.702719496706773,0.881303730529128,0.244216713933742,NA,NA,1.20602815606137,0.365846346427549,-0.3968420384816,"cydippid"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-15,25,0.359546206339324,0.80056101017474,0.472683141620262,0.53084372593542,NA,NA,0.688464552645959,0.971624203406338,2.40243101421581,1.5047862833587,1.77834323741299,0.714852121150242,NA,NA,2.38101219819072,1.15532223135929,0.439554147000117,1.69541836614288,-1.55084211468411,-0.750372068425169,-1.27725953989318,-1.16121713655483,NA,NA,-0.901220981098965,-0.556715705348774,0.348551613224318,-0.11927865035514,0.0477526313149186,-0.863609115304745,NA,NA,0.339596156569665,-0.38355024080593,-1.34992390213969,"cydippid"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-17,27,0.443801600219062,0.899602006742983,0.366548216378145,0.353037298427518,NA,NA,0.427578314885122,0.975672555502101,2.139792,1.58888852445452,1.84083198589965,0.614953057217378,0.0797728658959304,0.421280747483196,2.16787741899237,1.43695546056411,0.541427540519505,1.42321064279875,-1.16529299818718,-0.458718163611837,-1.35654054271411,-1.39409690178107,NA,NA,-1.20253315008755,-0.377543580690561,0.407793292629992,0.110119395147103,0.257302300256128,-0.839124679234944,-2.88148719413346,-1.21737114433947,0.42083320550549,0.00961127646213588,-0.966461369434699,"early_transition"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-19,29,0.452024907720803,0.856109841200301,0.301880620060315,0.524048393647952,NA,NA,0.34964820550519,1.05895562256876,2.20398880961882,1.72694477579626,1.93297791907331,0.646937891427764,0.0701039273364903,0.395187690521859,2.31706418041128,0.965529241330888,0.579133995397438,1.64521663181938,-1.2918900617136,-0.653228658535801,-1.69559570419401,-1.14404331125794,NA,NA,-1.54869982372816,-0.440588905915425,0.292396747349908,0.0484817550744107,0.16118971040003,-0.933377050413525,-3.15564852836174,-1.42626652768089,0.342428878233242,-0.532950957989664,-1.04409346924945,"early_transition"
"1-18-202510-dev-seq-A","1","18","202510-dev-seq-A",2025-11-23,33,0.482056021894759,1.07592886346635,0.709587469337643,0.766860201972954,NA,NA,0.982349015770872,1.67390943823285,3.49112218397695,2.7982194003716,3.05854601216477,0.775725437724586,0.442156982258564,0.741951533663757,2.99764792030885,2.24813619133406,0.501083770614256,5.33469309400002,-2.4039262998892,-1.60104700866716,-2.01730286311265,-1.93968211643507,NA,NA,-1.6920399767645,-1.15906948462185,-0.424008128983771,-0.645248069746952,-0.556291712584142,-1.92818799497342,-2.49032165268029,-1.9727027126617,-0.576403401606314,-0.864129842671138,-2.36521334126103,"early_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-10-23,2,0.0733274177985288,0.0869093513035279,0.00968589748035766,0.00770407976334615,NA,NA,0.00358199999999999,0.074229934258357,0.283282633495242,0.174064914651115,0.253429644083915,0.0674794886169123,NA,NA,0.331022368724532,0.0726379985682425,0.0865052793995834,0.00396080495355312,2.91848731233796,3.08841836070995,0.894223683904512,0.665302752231019,NA,NA,-0.100525972070373,2.93072021977228,4.26999782849055,3.78298102663888,4.158638970671,2.835376403649,NA,NA,4.42573867661299,2.9090409054546,3.08375816988767,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-10-25,4,0.092392586380077,0.102668160127666,0.006269,0.00645754233435595,NA,NA,0.00445469471456815,0.0553259884412379,0.274544559547262,0.242917419215873,0.324969572182535,0.0836226319844096,NA,NA,0.357698168471688,0.0522229994159661,0.0602703951206561,0.00531888997516967,2.85478211114792,2.96023741059876,0.164352221992884,0.193984171510385,NA,NA,-0.177306098196018,2.34197812156511,3.94384894733909,3.82145691666556,4.11246692359405,2.75504957067119,NA,NA,4.2084248956613,2.28425836939159,2.42757639301749,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-10-27,6,0.121183647560222,0.167228214652911,0.0316128270801584,0.0313410785391952,NA,NA,0.00636800000000005,0.137760903132928,0.461811732930206,0.418585513939505,0.538148985556974,0.156024122237557,NA,NA,0.509066738257372,0.0870701753759575,0.105276830651383,0.0210858425773414,1.74870529602845,2.07075758695457,0.404961111103896,0.396327803093431,NA,NA,-1.19731639884172,1.8769177491171,3.08655545616534,2.98827935605582,3.23953359926846,2.00140877763971,NA,NA,3.18397727699091,1.41811255964967,1.60799151574484,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-10-29,8,0.152652624690832,0.299056685683501,0.0940095342079724,0.128045719686368,NA,NA,0.0307928000025981,0.203536419394663,0.55867720443562,0.523989489433949,0.654892934616988,0.144759344282157,NA,NA,0.651588274543058,0.184578188334917,0.165825379906093,0.0397331746691694,1.34597844047862,2.01844666691806,0.86120973214138,1.17020091246441,NA,NA,-0.254905576227014,1.63365848122508,2.64338538182139,2.57928515305815,2.80228529094485,1.29288619626628,NA,NA,2.79722640896695,1.53588668599261,1.42874883368557,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-10-31,10,0.2153136012355,0.386634556205211,0.143744543287736,0.147877967831587,NA,NA,0.103282012141515,0.248738014151436,0.804796900845176,0.777652889849964,0.961535414235482,0.234511188185127,NA,NA,0.967554781296646,0.277221662072068,0.27490335988125,0.124788881663542,0.545472213054273,1.13085658495485,0.141414356487277,0.169764029231976,NA,NA,-0.189160133990933,0.689776827829756,1.86396658576735,1.82965690488334,2.04190803389653,0.630879934826777,NA,NA,2.04814868206403,0.798194047533431,0.789796254558734,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-02,12,0.305416949020515,0.415023881356242,0.235562503206686,0.305368400567249,NA,NA,0.174083577126046,0.325638946756987,1.35020360311362,1.1790845112193,1.33965508589459,0.34911892557408,NA,NA,1.350250432221,0.546400840123805,0.270669976475042,0.407057100142716,-0.287275581773407,0.0193825932186573,-0.546977186152851,-0.287434552362341,NA,NA,-0.849417958588671,-0.22316422847104,1.19905720638882,1.06354010759885,1.19121399043304,-0.153540845679245,NA,NA,1.19909188878428,0.294399375024174,-0.408053191018222,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-04,14,0.353959377659358,0.661073133070767,0.37471052185387,0.276876193220002,NA,NA,0.338946867839194,0.436044850725243,1.9136602942709,1.61500579867334,1.81253373239245,0.360866982215054,NA,NA,1.87597627987136,0.646978780370732,0.342244215276168,1.0844937067945,-1.11968637321204,-0.49500405360849,-1.0627147412396,-1.36529807699825,NA,NA,-1.16302516432764,-0.911123420692266,0.567904544167114,0.398225298773552,0.513612470144227,-1.10035910727396,NA,NA,0.548015958107859,-0.516555030377542,-1.15334396540272,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-06,16,0.388998106961975,0.763052430368975,0.56099084340834,0.645378492350032,NA,NA,0.31797706064589,0.760446469269863,2.16184980927099,1.97339116928607,2.19334127338206,0.533418235393204,NA,NA,1.99464379595205,1.17180844507326,0.418382209872743,1.57632524189443,-1.39927714370158,-0.725524875882998,-1.0331470374073,-0.893014666351317,NA,NA,-1.60087237704198,-0.728945900527364,0.315867906477282,0.224657126653754,0.33032973484118,-1.08354582263411,NA,NA,0.235369144100811,-0.296548106878056,-1.3264562284644,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-08,18,0.41088407432389,0.779643385855353,0.428835631501161,0.513757057582667,NA,NA,0.441104500419118,0.712444342551753,2.38235631628541,2.158214255215,2.43159137645272,0.541799817882952,NA,NA,2.35698004733557,1.32371737667411,0.398981391436994,2.2756316600059,-1.71170182849211,-1.07117632808091,-1.66893924344059,-1.48826244249323,NA,NA,-1.64073113581919,-1.16131115222173,0.0458323801533004,-0.052976520547827,0.0662882638219966,-1.43511635207892,NA,NA,0.0351234920240206,-0.541813693612249,-1.74109816779675,"cydippid"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-10,20,0.413428514591096,0.934360502474287,0.559559403309425,0.678257107010313,NA,NA,0.672639884158678,1.1540471236973,2.74098273742977,2.61989142365791,2.88738401817012,0.689431400000029,0.279221864081683,0.598733506211236,2.77101488990099,1.59771083108928,0.359057074328023,3.65509322005281,-2.17939225600328,-1.36401453594895,-1.87672718241012,-1.68435044672454,NA,NA,-1.69266678063143,-1.15284659533376,-0.287805078287699,-0.332988722116566,-0.235770689505198,-1.66800967676313,-2.57187019909073,-1.80906027535295,-0.276907958336869,-0.827549723474634,-2.32039551939387,"early_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-12,22,0.427028539442038,1.07440629568148,0.548948566554281,0.741746496752764,NA,NA,0.777673779365745,1.42620009802412,3.16093168091134,2.71180399462447,2.94205264509632,1.0802272993051,0.354110860959178,0.596278006424856,2.89762342034468,1.69884434766226,0.350851788105747,4.49113636529853,-2.35301018865877,-1.4303375318444,-2.10185628532741,-1.80085350054366,NA,NA,-1.75355390723778,-1.14709212442951,-0.351238937897805,-0.504491663674804,-0.422998241431067,-1.42493427646097,-2.54025100609597,-2.01915402471208,-0.438214866988173,-0.972157533368895,-2.54949715857302,"early_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-14,24,0.328904765543159,1.23028209741506,0.391571512861955,0.861519379961937,NA,NA,0.882876558255457,1.62651983171064,3.78513886775954,3.05172665897312,3.31991596514675,1.03253842132291,0.334694233875114,0.679513876992222,3.24143976409064,2.27130045066543,0.299909383322697,6.78884062520454,-3.02726721615348,-1.70803668901892,-2.85286729607154,-2.06433790726328,NA,NA,-2.03985006587509,-1.42883751986745,-0.584197604410526,-0.799572631467797,-0.71534070869379,-1.88325992250333,-3.00981807825323,-2.30165780284058,-0.739262576865735,-1.09492762638644,-3.11955508514398,"early_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-16,26,0.249539359500661,1.21486401383035,0.368161620080095,0.915303178769745,NA,NA,0.89294266792947,1.62202940004335,4.06589024009958,3.40249221575248,3.70279313952606,1.83653181570481,0.537615528300895,0.985538016811123,4.02630798897514,2.93470032482858,0.266916888796869,10.1027787802434,-3.70094913548624,-2.11817836500824,-3.31204376499001,-2.40131043843436,NA,NA,-2.42604341457694,-1.82913243143723,-0.910177792486554,-1.08830234502505,-1.0037230753344,-1.70493160253867,-2.93342211846564,-2.32737808973144,-0.919960688478114,-1.2362051686731,-3.63362845971682,"early_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-18,28,0.194051632902174,1.20298277080597,0.494154096390994,0.84669565753463,0.38376515613849,1.2204223731684,1.03905041627151,1.62140612137552,3.90259747779412,3.18389171407674,3.5496465488094,1.88948892459575,0.510040739083164,0.904053831813681,3.62250451630429,2.46236522096236,0.244772378786905,8.36366358459788,-3.76352756527544,-1.93909244389262,-2.82880443334754,-2.2903105259668,-3.08162104496276,-1.9246995525813,-2.08558932414402,-1.64060280999701,-0.7622542075356,-0.96579230091976,-0.857048524110687,-1.48759017668825,-2.79716123482438,-2.22476293082199,-0.836730916976766,-1.22277419896345,-3.53132312538834,"late_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-20,30,0.231498098691977,1.31821300662071,0.440422693432116,1.11860902051253,0.428552346414064,1.14443784142696,0.663664209458367,1.7814412531661,4.49490977460705,3.4093241881627,3.80078896636491,1.94320183108935,0.631585474457931,1.68775193995593,3.7698166848896,2.53443670972033,0.334237125126757,10.734052552062,-3.83660478807661,-2.09714413305013,-3.19344151591719,-2.2613352021114,-3.22076355600574,-2.23850762133761,-2.7834001356599,-1.79599844012384,-0.870475574261259,-1.14690708322882,-1.03821250168408,-1.70908412858186,-2.83294316446686,-1.850023739221,-1.04639479401343,-1.44344976248004,-3.46932575202868,"late_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-21,31,0.311024893699846,1.25277362179286,0.60427313877749,1.17402413615096,0.648108769837286,0.713229374526877,0.732793240264264,1.91021470337368,4.57763057052936,3.47497702304062,3.90093257606194,1.87280473370424,0.541884886329421,1.12643239174528,3.70160833302201,3.2074465316351,0.373202860365513,11.0166207398408,-3.56728743472665,-2.17404511814022,-2.90313407551872,-2.23896782867476,-2.83310185080006,-2.73735731567088,-2.71029679896631,-1.75218946288706,-0.878223587192326,-1.15381724185109,-1.0381894621537,-1.77196794397199,-3.0121067957172,-2.28034964588704,-1.0906376989686,-1.23392996119684,-3.38503825437903,"late_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-22,32,0.283981468004516,1.31102987094116,0.605910607308537,1.223235306643,1.12701027301662,0.919611909910372,0.642189924013917,1.64113359970631,4.6590086155942,3.33531394955025,3.81167862898494,1.77461659148166,1.30016282733068,2.77044256121093,3.69229420217675,3.16118395170939,0.256621497628316,10.928356116765,-3.65020718630443,-2.12054790047503,-2.89238370633524,-2.18986165047098,-2.27179253946784,-2.47516442484045,-2.83423207709357,-1.895973667462,-0.852558207779432,-1.18679407711609,-1.05329121270423,-1.81777649505325,-2.1288713814322,-1.37235381302146,-1.08511288998662,-1.24041426415851,-3.75151394140486,"late_transition"
"19-18-202510-dev-seq-A","19","18","202510-dev-seq-A",2025-11-24,34,0.278952551049457,1.17930278994328,0.706579592346114,0.877913297706556,1.41497185252888,0.778627562811643,0.872579213977161,1.44439770501202,4.30267981068136,3.47592735903248,3.82487201143443,1.00901043480828,1.39094029434426,2.52303957789191,3.63463310872239,2.96657683202475,0.292234444672423,9.96931374628863,-3.57622532928504,-2.13458834186487,-2.64683117569233,-2.42971918972583,-1.95240211104638,-2.54973419369303,-2.43581358910604,-1.9318193282048,-0.840273709367928,-1.05365044041498,-0.957986744082216,-2.2905416666873,-1.96953176054733,-1.37404739336425,-1.00900357679778,-1.21210304346647,-3.529710655884,"late_transition"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-10-25,4,0.0927468102739928,0.0968261284158364,0.00574003763053871,0.0101937737859931,NA,NA,0.0136949018251319,0.0598219288221301,0.324021868397798,0.290216274272309,0.358218379389584,0.100308634124885,NA,NA,0.377760500211443,0.0691192060139581,0.0752967195035747,0.00730781393390346,2.54092913273199,2.58397270192415,-0.241478411434324,0.332832943187053,NA,NA,0.628079456436987,2.10242811886149,3.79186683098228,3.68168224079525,3.892198621135,2.61930759667552,NA,NA,3.94531621990046,2.24688845977595,2.33249239057997,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-10-27,6,0.106853920470893,0.136726758405222,0.0495825582236334,0.0401802634137707,NA,NA,0.0108267705249535,0.0661267148737937,0.317237708578284,0.299537540666441,0.363703873133763,0.0619270606439544,NA,NA,0.367367515701919,0.0801749061115758,0.0769208243975582,0.00706451304205052,2.71637858408217,2.96290038167916,1.94855503480966,1.73829182684703,NA,NA,0.426937731040172,2.23648873530013,3.80456727383663,3.74715566580154,3.94125591282923,2.17087316290711,NA,NA,3.95127866380399,2.42912648617365,2.38769254989887,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-10-29,8,0.144272545499828,0.231722862583734,0.0793798355314498,0.115836462445984,NA,NA,0.00492201798046286,0.151124745558098,0.43422876155317,0.46179025044115,0.559650926871831,0.1875762111383,NA,NA,0.622425683698865,0.103127229464385,0.10159438162123,0.0252099548561316,1.74446523731619,2.21830314929919,1.14700542495308,1.52494043940856,NA,NA,-1.63352034544266,1.79086667479611,2.84633254509926,2.90787183413139,3.1000742940118,2.00694627174701,NA,NA,3.20638528711031,1.40872451298427,1.39374928412621,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-10-31,10,0.190467725544251,0.356176347811025,0.14194792444062,0.180289868703152,NA,NA,0.0248259242325437,0.181129417964062,0.73491349076541,0.607007872292444,0.735530284840128,0.208233382779995,NA,NA,0.789386429599597,0.141948336608782,0.185269907499842,0.0711172876486156,0.98515230769414,1.61109551441773,0.691129808243965,0.930235484495954,NA,NA,-1.05244201365491,0.934881339335181,2.33542233984254,2.14421130735145,2.33626126224287,1.07432903048509,NA,NA,2.40692551949841,0.691132711897294,0.957483268485354,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-11-02,12,0.221900378341273,0.493753284181483,0.256214752489001,0.282207577396497,NA,NA,0.093525399250685,0.361841809419531,1.10555363610636,1.15056283409816,1.25184818799246,0.304498489725319,NA,NA,1.18695394648192,0.281753901639356,0.167940939172079,0.273787805467324,-0.210124838814139,0.589682593940787,-0.0663374040300825,0.0302895164559748,NA,NA,-1.07412032461475,0.278853752004568,1.39574814287049,1.43565314882563,1.52002291495169,0.106312753527258,NA,NA,1.46679222185171,0.0286806269418209,-0.488741008712196,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-11-04,14,0.399386243309656,0.677055611142837,0.319152821977184,0.280161728324909,NA,NA,0.309465680696584,0.492996073682134,1.33868401592049,1.74461801759153,1.90401886242994,0.498200026655961,0.0880701543089368,NA,1.67500387541641,0.911493984213829,0.311237967916834,0.711563872781594,-0.577536208508111,-0.0497117724768519,-0.801795131677016,-0.932098147923399,NA,NA,-0.832617985808593,-0.366963975628319,0.631977147213746,0.896825724074815,0.98425693653496,-0.356463529173076,-2.08933148057294,NA,0.856105572432237,0.247619808716127,-0.826907395769301,"cydippid"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-11-06,16,0.518611808405863,0.958780922296642,0.654972697605786,0.665078936185022,NA,NA,0.624805929418887,1.05597138496931,2.77631727744255,2.88567723632014,3.09482571984615,0.682819628051948,0.315433739606673,0.643805694607464,2.87077146094861,1.24693542228016,0.539767641534763,4.11104909260292,-2.07027788597189,-1.45577092371052,-1.83683997687139,-1.82152779395173,NA,NA,-1.88399244000578,-1.35921716226116,-0.392552920470682,-0.353918633240678,-0.283946655287479,-1.79520279167148,-2.56748488576323,-1.85403656446253,-0.359097454236071,-1.19298937071759,-2.0302947750919,"early_transition"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-11-08,18,0.49795953954714,1.02093237536871,0.634958637289863,0.947608726851436,0.140157710091168,1.60194972752986,1.09902334731752,1.3251892182647,3.16014976047228,3.35703286062149,3.54907332433249,0.695824871077486,0.539758942247833,0.797164237000131,3.08327869441038,1.76858123040193,0.598818565660752,5.76347174003323,-2.44877647692948,-1.73082372251622,-2.20573544611932,-1.80535362309668,-3.71652701552947,-1.28031855869582,-1.65711810643929,-1.46998477030224,-0.600920606751745,-0.540482519145333,-0.484853491769735,-2.11419729810705,-2.36817266811825,-1.97823457819437,-0.62554648381465,-1.18136236536582,-2.26433664792192,"late_transition"
"22-18-202510-dev-seq-A","22","18","202510-dev-seq-A",2025-11-10,20,0.522436263904029,1.38787712252778,0.939728918440312,0.814162033755566,0.70057730444684,1.34068042250941,1.53287769188869,2.02058518146501,4.33272469440513,4.13691431750481,4.44923685791892,0.830722324858313,1.25876378028693,2.94543996666882,4.16018536794853,3.13092813864148,0.656254603156428,13.3662029940179,-3.2419816418584,-2.26495402658836,-2.6548931862628,-2.79832523043727,-2.94857991951149,-2.29955209323661,-2.16558254311289,-1.88934219306137,-1.1265327525245,-1.17277918031415,-1.09999676744678,-2.77818904205993,-2.36259924372882,-1.51247115591599,-1.16716972343247,-1.45139986580274,-3.0139358070832,"late_transition"
